Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Status_Cust_new
0,,2.0,2.0,2.0,2.0,20.0,12.5,12.5,12.5,19.0,33.0,10.0,23.0,24.0,4.0,9.0,8.0,A,0,,F,U,0.0,A
0,,2.0,5.0,1.0,3.0,25.0,27.5,26.0,30.0,26.0,57.0,11.0,33.0,47.0,5.0,16.0,20.0,A,0,,M,U,0.0,A
1,15.0,3.0,23.0,1.0,13.0,15.0,12.67,7.91,12.0,19.0,128.0,13.0,34.0,81.0,6.0,16.0,33.0,S,1,,F,U,0.0,S
1,25.0,4.0,9.0,2.0,4.0,25.0,25.0,22.22,25.0,19.0,96.0,14.0,36.0,68.0,6.0,17.0,26.0,A,1,74.0,F,U,60591.0,A
1,10.0,1.0,15.0,0.0,7.0,10.0,10.0,11.0,,25.0,128.0,10.0,28.0,71.0,5.0,5.0,28.0,A,1,,M,U,0.0,A
1,20.0,2.0,5.0,1.0,2.0,20.0,18.0,14.4,20.0,17.0,69.0,13.0,31.0,47.0,6.0,13.0,16.0,A,0,33.0,M,H,61206.0,A
1,7.0,2.0,5.0,2.0,3.0,6.0,8.5,6.2,8.5,17.0,53.0,6.0,14.0,20.0,1.0,5.0,8.0,E,0,,M,U,0.0,other
1,10.0,1.0,3.0,0.0,1.0,10.0,20.0,11.67,,9.0,45.0,17.0,32.0,35.0,5.0,5.0,11.0,A,0,79.0,F,U,65393.0,A
1,15.0,1.0,8.0,1.0,6.0,25.0,25.0,12.88,25.0,18.0,128.0,13.0,29.0,71.0,6.0,14.0,30.0,A,0,74.0,F,H,65393.0,A
1,25.0,2.0,6.0,2.0,4.0,25.0,25.0,20.83,25.0,17.0,68.0,13.0,34.0,58.0,6.0,17.0,24.0,A,0,75.0,M,H,63092.0,A
1,10.0,3.0,21.0,0.0,11.0,11.0,10.33,5.38,,16.0,125.0,14.0,32.0,75.0,5.0,5.0,30.0,S,1,79.0,M,H,63092.0,S
0,,5.0,10.0,2.0,2.0,6.0,5.2,4.7,5.0,16.0,56.0,12.0,31.0,42.0,6.0,15.0,17.0,A,0,87.0,F,U,42790.0,A
0,,2.0,2.0,0.0,0.0,15.0,12.5,12.5,,26.0,32.0,9.0,24.0,23.0,4.0,4.0,9.0,A,0,,M,H,42790.0,A
1,10.0,1.0,24.0,0.0,12.0,10.0,10.0,5.13,,19.0,126.0,11.0,24.0,70.0,4.0,4.0,25.0,A,1,78.0,U,U,0.0,A
1,7.0,8.0,30.0,6.0,15.0,20.0,6.75,5.2,5.5,6.0,122.0,19.0,39.0,79.0,7.0,18.0,32.0,S,1,65.0,F,U,0.0,S
0,,6.0,11.0,3.0,6.0,12.0,11.0,8.45,13.0,21.0,76.0,14.0,31.0,52.0,6.0,14.0,20.0,A,1,85.0,F,H,36221.0,A
0,,3.0,4.0,3.0,4.0,20.0,20.0,17.5,20.0,17.0,41.0,12.0,32.0,35.0,6.0,15.0,14.0,A,0,17.0,F,H,36221.0,A
0,,3.0,19.0,1.0,12.0,10.0,8.67,6.79,8.0,19.0,129.0,11.0,29.0,65.0,4.0,11.0,29.0,A,1,71.0,F,H,36362.0,A
0,,3.0,15.0,0.0,10.0,10.0,11.67,11.2,,25.0,93.0,12.0,34.0,68.0,6.0,6.0,27.0,S,1,30.0,F,U,56224.0,S
1,20.0,1.0,7.0,0.0,5.0,20.0,20.0,13.86,,19.0,75.0,14.0,28.0,52.0,6.0,6.0,19.0,A,1,58.0,F,H,41395.0,A
1,6.0,5.0,10.0,3.0,6.0,7.0,6.4,5.1,6.33,19.0,44.0,12.0,34.0,38.0,6.0,17.0,17.0,A,1,64.0,M,H,48679.0,A
0,,5.0,22.0,3.0,10.0,10.0,10.0,9.77,10.0,6.0,80.0,18.0,40.0,69.0,8.0,19.0,27.0,S,1,82.0,F,U,57260.0,S
1,15.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,17.0,17.0,10.0,15.0,13.0,4.0,6.0,5.0,F,0,,M,U,57225.0,other
0,,1.0,9.0,0.0,3.0,19.0,19.0,12.56,,26.0,116.0,6.0,22.0,46.0,3.0,3.0,24.0,A,0,46.0,F,H,49173.0,A
0,,3.0,11.0,1.0,8.0,20.0,12.67,9.0,8.0,16.0,111.0,8.0,16.0,38.0,4.0,9.0,18.0,S,1,74.0,M,U,49173.0,S
0,,1.0,21.0,1.0,6.0,10.0,15.0,9.05,15.0,6.0,91.0,37.0,52.0,97.0,8.0,17.0,31.0,A,1,76.0,F,U,49173.0,A
1,15.0,3.0,7.0,2.0,4.0,12.0,12.67,11.29,13.5,17.0,56.0,13.0,34.0,48.0,6.0,16.0,19.0,S,1,46.0,U,U,0.0,S
1,25.0,2.0,10.0,2.0,10.0,25.0,25.0,17.5,25.0,17.0,123.0,14.0,33.0,74.0,6.0,15.0,30.0,A,1,51.0,M,H,58868.0,A
1,25.0,4.0,22.0,2.0,12.0,20.0,18.0,13.32,18.5,21.0,111.0,13.0,33.0,78.0,6.0,16.0,29.0,A,1,79.0,F,H,58868.0,A
1,10.0,3.0,6.0,1.0,2.0,5.0,8.33,9.17,10.0,16.0,56.0,6.0,22.0,42.0,1.0,7.0,10.0,E,0,,M,U,0.0,other
1,12.0,4.0,7.0,1.0,2.0,10.0,10.25,8.0,10.0,17.0,51.0,13.0,32.0,39.0,6.0,15.0,16.0,S,1,74.0,M,H,48514.0,S
0,,2.0,2.0,1.0,1.0,35.0,27.5,27.5,20.0,20.0,33.0,13.0,31.0,29.0,6.0,14.0,12.0,A,0,,F,H,48514.0,A
1,10.0,1.0,5.0,0.0,1.0,15.0,15.0,8.2,,25.0,68.0,10.0,29.0,46.0,5.0,5.0,17.0,A,0,,M,U,0.0,A
0,,3.0,4.0,3.0,3.0,8.0,9.33,8.5,9.33,16.0,33.0,6.0,21.0,20.0,3.0,9.0,8.0,A,0,49.0,F,U,0.0,A
1,10.0,3.0,18.0,1.0,8.0,10.0,10.0,8.78,10.0,25.0,123.0,11.0,33.0,66.0,6.0,17.0,28.0,A,1,39.0,F,H,0.0,A
1,10.0,4.0,19.0,1.0,12.0,12.0,11.0,8.58,10.0,18.0,130.0,14.0,32.0,73.0,6.0,15.0,32.0,S,1,80.0,M,U,0.0,S
1,32.0,3.0,9.0,1.0,6.0,27.0,24.0,15.22,25.0,19.0,105.0,13.0,34.0,64.0,6.0,17.0,26.0,A,1,81.0,M,U,77218.0,A
1,20.0,2.0,3.0,1.0,2.0,20.0,20.0,20.0,20.0,22.0,51.0,12.0,27.0,36.0,6.0,12.0,15.0,A,0,34.0,M,H,77218.0,A
1,10.0,3.0,6.0,0.0,1.0,20.0,14.0,10.5,,18.0,43.0,14.0,35.0,39.0,6.0,6.0,16.0,A,0,,F,U,0.0,A
1,20.0,1.0,8.0,0.0,1.0,15.0,15.0,9.63,,26.0,64.0,11.0,32.0,52.0,5.0,5.0,19.0,A,0,44.0,M,U,77218.0,A
1,5.0,8.0,31.0,5.0,18.0,3.0,3.63,3.52,3.6,21.0,128.0,10.0,32.0,75.0,5.0,16.0,31.0,S,1,83.0,F,U,44931.0,S
0,,1.0,1.0,0.0,0.0,15.0,15.0,15.0,,16.0,16.0,10.0,15.0,13.0,3.0,3.0,5.0,F,0,74.0,M,H,44931.0,other
1,5.0,8.0,24.0,5.0,12.0,5.0,10.63,8.92,10.8,4.0,109.0,26.0,45.0,83.0,7.0,18.0,31.0,A,1,70.0,F,H,44931.0,A
0,,3.0,5.0,1.0,1.0,20.0,18.33,16.0,20.0,23.0,52.0,12.0,32.0,42.0,6.0,15.0,18.0,A,0,54.0,M,U,45417.0,A
1,3.0,3.0,8.0,2.0,4.0,15.0,12.33,9.25,12.5,6.0,53.0,22.0,36.0,42.0,5.0,12.0,14.0,A,0,63.0,F,H,44821.0,A
1,10.0,4.0,18.0,3.0,8.0,10.0,11.0,9.72,10.67,15.0,89.0,15.0,35.0,70.0,6.0,15.0,24.0,A,1,64.0,M,U,39750.0,A
1,10.0,5.0,19.0,4.0,13.0,10.0,10.52,8.47,10.65,22.0,125.0,12.0,32.0,71.0,6.0,17.0,33.0,S,1,50.0,F,U,42993.0,S
1,10.0,3.0,26.0,1.0,9.0,8.0,10.0,8.08,10.0,6.0,123.0,32.0,49.0,105.0,5.0,12.0,28.0,A,1,46.0,M,U,0.0,A
1,12.0,6.0,15.0,5.0,9.0,11.0,12.0,13.0,11.8,23.0,78.0,12.0,34.0,57.0,6.0,17.0,24.0,A,1,73.0,F,H,37197.0,A
1,14.0,3.0,10.0,2.0,5.0,15.0,13.67,9.1,13.0,18.0,113.0,13.0,31.0,62.0,6.0,15.0,27.0,A,0,63.0,F,U,0.0,A
1,17.0,2.0,5.0,2.0,4.0,15.0,15.0,11.8,15.0,24.0,75.0,10.0,28.0,50.0,4.0,12.0,18.0,A,0,36.0,F,H,43854.0,A
0,,4.0,33.0,3.0,14.0,10.0,14.0,13.0,13.67,18.0,126.0,14.0,34.0,79.0,6.0,17.0,32.0,S,1,,F,U,0.0,S
0,,3.0,12.0,3.0,7.0,12.0,10.67,10.58,10.67,18.0,69.0,12.0,32.0,59.0,5.0,14.0,21.0,A,1,85.0,F,U,52802.0,A
1,5.0,7.0,21.0,3.0,11.0,5.0,5.0,4.48,5.0,17.0,105.0,8.0,27.0,60.0,4.0,12.0,24.0,S,1,,F,U,0.0,S
0,,4.0,7.0,2.0,3.0,15.0,11.5,10.14,12.5,24.0,41.0,11.0,29.0,32.0,6.0,15.0,14.0,S,1,,U,U,45250.0,S
1,26.0,2.0,12.0,0.0,8.0,21.0,21.0,13.5,,20.0,123.0,13.0,34.0,73.0,6.0,6.0,31.0,A,1,47.0,M,H,43261.0,A
0,,5.0,7.0,4.0,5.0,20.0,13.2,10.57,13.25,16.0,41.0,13.0,33.0,35.0,6.0,15.0,14.0,A,0,45.0,M,U,0.0,A
1,25.0,4.0,7.0,2.0,3.0,25.0,18.75,17.14,20.0,16.0,53.0,15.0,32.0,42.0,6.0,14.0,17.0,A,0,57.0,M,H,42270.0,A
0,,2.0,7.0,1.0,4.0,20.0,18.0,11.57,20.0,16.0,75.0,14.0,35.0,55.0,6.0,16.0,21.0,S,1,43.0,M,H,42270.0,S
1,25.0,2.0,16.0,1.0,8.0,25.0,24.0,10.19,25.0,16.0,127.0,14.0,34.0,77.0,5.0,14.0,31.0,A,1,62.0,M,H,48399.0,A
0,,2.0,8.0,2.0,7.0,15.0,13.0,10.0,13.0,20.0,107.0,13.0,30.0,57.0,5.0,12.0,25.0,A,1,36.0,F,U,0.0,A
1,21.0,1.0,3.0,0.0,1.0,15.0,15.0,10.0,,18.0,44.0,11.0,26.0,29.0,4.0,4.0,11.0,A,0,38.0,F,U,55250.0,A
1,10.0,3.0,16.0,2.0,8.0,10.0,12.0,10.06,10.5,23.0,57.0,13.0,34.0,50.0,6.0,17.0,21.0,S,1,26.0,M,U,0.0,S
0,,5.0,13.0,4.0,9.0,12.0,10.6,8.15,10.75,17.0,85.0,13.0,29.0,63.0,6.0,15.0,23.0,S,1,,F,U,0.0,S
0,,2.0,2.0,1.0,1.0,15.0,12.5,12.5,10.0,18.0,23.0,12.0,20.0,17.0,6.0,10.0,8.0,N,0,57.0,F,H,34656.0,other
0,,1.0,6.0,0.0,4.0,15.0,15.0,9.17,,18.0,105.0,10.0,24.0,50.0,4.0,4.0,20.0,A,1,,M,U,33920.0,A
1,35.0,1.0,8.0,0.0,6.0,30.0,30.0,18.13,,18.0,113.0,13.0,32.0,69.0,6.0,6.0,29.0,A,1,81.0,M,H,34159.0,A
1,10.0,6.0,7.0,4.0,4.0,12.0,10.67,9.86,11.0,16.0,30.0,14.0,28.0,27.0,6.0,12.0,10.0,A,1,,F,U,50640.0,A
1,37.0,3.0,7.0,2.0,4.0,25.0,20.67,16.0,21.0,17.0,61.0,13.0,32.0,47.0,6.0,16.0,20.0,A,0,40.0,M,H,37726.0,A
0,,2.0,9.0,2.0,7.0,3.0,15.0,11.44,15.0,18.0,122.0,7.0,20.0,56.0,3.0,9.0,24.0,A,0,,F,U,42695.0,A
1,10.0,3.0,12.0,2.0,6.0,10.0,10.33,8.08,10.5,16.0,102.0,7.0,21.0,39.0,3.0,9.0,14.0,A,1,,F,U,0.0,A
1,47.0,4.0,82.0,4.0,23.0,39.0,46.5,26.83,46.5,6.0,260.0,18.0,37.0,95.0,7.0,18.0,34.0,A,1,75.0,F,H,40411.0,A
0,,4.0,6.0,2.0,3.0,20.0,18.25,14.5,16.5,19.0,45.0,13.0,32.0,36.0,6.0,14.0,14.0,A,0,43.0,F,H,40411.0,A
1,3.0,6.0,9.0,4.0,4.0,6.0,4.67,4.56,4.5,18.0,32.0,12.0,27.0,28.0,6.0,14.0,12.0,A,0,,F,U,0.0,A
1,5.0,3.0,39.0,1.0,17.0,5.0,3.67,4.42,3.0,16.0,123.0,13.0,28.0,73.0,6.0,12.0,29.0,S,1,62.0,F,H,51112.0,S
1,12.0,3.0,5.0,3.0,4.0,15.0,11.67,9.0,11.67,16.0,44.0,13.0,30.0,35.0,5.0,12.0,13.0,A,0,43.0,F,H,51112.0,A
1,9.0,6.0,20.0,3.0,14.0,10.0,8.5,7.0,10.0,18.0,127.0,12.0,32.0,73.0,6.0,17.0,32.0,S,1,86.0,M,U,51112.0,S
0,,4.0,20.0,1.0,9.0,5.0,5.0,3.55,5.0,16.0,126.0,11.0,30.0,62.0,5.0,13.0,28.0,S,1,,F,H,42410.0,S
0,,3.0,9.0,2.0,8.0,15.0,17.33,14.0,16.0,23.0,88.0,6.0,21.0,48.0,4.0,13.0,21.0,A,1,59.0,F,U,0.0,A
1,20.0,1.0,8.0,1.0,6.0,20.0,20.0,12.25,20.0,16.0,116.0,13.0,31.0,67.0,5.0,13.0,27.0,A,1,,F,U,0.0,A
1,7.0,4.0,13.0,3.0,7.0,10.0,8.75,5.62,8.33,17.0,81.0,13.0,34.0,60.0,6.0,16.0,23.0,S,1,59.0,F,U,40375.0,S
1,20.0,1.0,7.0,1.0,3.0,20.0,13.0,9.14,13.0,17.0,56.0,13.0,31.0,44.0,6.0,14.0,17.0,A,0,78.0,U,U,0.0,A
1,25.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,19.0,19.0,10.0,15.0,12.0,4.0,6.0,5.0,F,0,46.0,M,H,37500.0,other
0,,3.0,45.0,2.0,17.0,9.0,9.67,6.73,10.0,19.0,93.0,14.0,31.0,90.0,7.0,15.0,25.0,S,1,81.0,F,U,37500.0,S
0,,3.0,3.0,1.0,1.0,11.0,10.33,10.33,5.0,15.0,28.0,12.0,24.0,22.0,5.0,10.0,9.0,A,0,47.0,M,H,37500.0,A
0,,0.0,7.0,0.0,2.0,25.0,0.0,15.57,,7.0,57.0,33.0,33.0,74.0,7.0,7.0,19.0,A,1,42.0,M,U,0.0,A
1,15.0,3.0,12.0,2.0,11.0,15.0,18.0,15.92,15.0,22.0,122.0,12.0,33.0,67.0,6.0,17.0,30.0,A,1,,M,U,0.0,A
0,,4.0,35.0,1.0,19.0,11.0,7.75,3.57,5.0,16.0,126.0,13.0,35.0,78.0,6.0,17.0,35.0,S,1,7.0,M,U,40184.0,S
0,,5.0,30.0,4.0,21.0,7.0,7.0,5.93,7.0,17.0,127.0,13.0,31.0,85.0,6.0,15.0,33.0,S,1,47.0,F,U,42857.0,S
0,,2.0,9.0,0.0,4.0,15.0,16.0,10.44,,18.0,120.0,13.0,34.0,64.0,6.0,6.0,30.0,A,0,74.0,M,H,41005.0,A
0,,4.0,14.0,4.0,7.0,12.0,10.75,8.5,10.75,21.0,57.0,12.0,31.0,50.0,6.0,16.0,19.0,S,1,68.0,F,U,42868.0,S
0,,3.0,8.0,3.0,6.0,15.0,18.33,14.63,18.33,16.0,79.0,14.0,34.0,57.0,6.0,17.0,26.0,A,0,37.0,U,U,0.0,A
0,,4.0,12.0,3.0,8.0,8.0,7.0,6.83,7.67,21.0,113.0,12.0,28.0,55.0,6.0,14.0,25.0,A,1,,F,H,67888.0,A
0,,4.0,14.0,2.0,8.0,20.0,12.5,11.64,10.0,18.0,123.0,13.0,33.0,75.0,6.0,15.0,30.0,S,1,55.0,M,H,68000.0,S
1,10.0,3.0,5.0,2.0,4.0,9.0,9.33,7.2,7.0,22.0,44.0,12.0,25.0,29.0,6.0,12.0,12.0,A,0,,F,U,0.0,A
0,,2.0,10.0,2.0,10.0,15.0,32.5,22.7,32.5,25.0,96.0,11.0,21.0,41.0,5.0,10.0,20.0,A,1,37.0,F,H,68000.0,A
1,15.0,4.0,16.0,3.0,9.0,10.0,12.75,13.19,13.67,18.0,129.0,14.0,32.0,76.0,6.0,15.0,30.0,S,1,53.0,F,H,68000.0,S
1,5.0,4.0,23.0,2.0,10.0,5.0,5.0,4.61,4.5,16.0,90.0,6.0,15.0,50.0,3.0,8.0,19.0,S,1,77.0,F,H,41046.0,S
0,,7.0,10.0,3.0,5.0,12.0,11.86,10.9,12.33,19.0,45.0,13.0,33.0,39.0,6.0,17.0,17.0,S,1,41.0,M,H,55978.0,S
0,,4.0,4.0,2.0,2.0,50.0,31.25,31.25,25.0,16.0,32.0,13.0,29.0,29.0,6.0,13.0,11.0,A,0,44.0,M,H,55734.0,A
1,25.0,1.0,1.0,0.0,0.0,15.0,15.0,15.0,,18.0,18.0,10.0,15.0,12.0,4.0,4.0,5.0,F,0,75.0,F,H,80943.0,other
0,,1.0,1.0,1.0,1.0,30.0,30.0,30.0,30.0,15.0,15.0,9.0,11.0,11.0,3.0,4.0,4.0,E,0,29.0,F,U,56739.0,other
0,,1.0,1.0,1.0,1.0,20.0,20.0,20.0,20.0,16.0,16.0,13.0,19.0,17.0,5.0,8.0,7.0,F,0,55.0,F,H,51471.0,other
1,6.0,7.0,22.0,3.0,14.0,6.0,6.43,4.86,7.0,19.0,116.0,11.0,32.0,70.0,6.0,17.0,31.0,S,1,82.0,F,U,49699.0,S
1,10.0,4.0,31.0,3.0,17.0,10.0,15.75,12.61,15.0,27.0,119.0,10.0,29.0,77.0,4.0,14.0,30.0,A,1,73.0,F,U,45654.0,A
0,,2.0,11.0,0.0,5.0,12.0,10.0,8.18,,15.0,126.0,8.0,22.0,45.0,3.0,3.0,18.0,A,0,,M,U,32925.0,A
1,13.0,3.0,17.0,2.0,7.0,11.0,11.0,7.76,11.0,16.0,110.0,12.0,31.0,65.0,5.0,13.0,24.0,A,1,75.0,F,U,51208.0,A
0,,3.0,3.0,2.0,2.0,10.0,8.33,8.33,7.5,17.0,20.0,13.0,20.0,18.0,6.0,10.0,8.0,N,0,58.0,F,U,51208.0,other
1,5.0,5.0,19.0,3.0,13.0,6.0,5.8,5.05,5.33,18.0,127.0,7.0,21.0,51.0,3.0,9.0,19.0,S,1,78.0,F,H,50240.0,S
0,,3.0,7.0,3.0,6.0,18.0,13.33,13.43,13.33,15.0,76.0,12.0,29.0,55.0,5.0,12.0,21.0,A,1,80.0,F,H,50240.0,A
0,,3.0,12.0,1.0,6.0,11.0,11.0,7.25,10.0,15.0,123.0,11.0,30.0,63.0,4.0,13.0,27.0,S,1,83.0,M,H,65729.0,S
1,3.0,7.0,12.0,5.0,6.0,3.0,3.43,3.17,3.0,18.0,40.0,13.0,31.0,34.0,6.0,15.0,14.0,S,1,,F,U,42596.0,S
0,,4.0,10.0,3.0,7.0,11.0,10.0,10.2,9.33,21.0,87.0,14.0,35.0,46.0,6.0,17.0,21.0,A,1,,U,U,0.0,A
0,,3.0,20.0,1.0,9.0,15.0,15.0,19.9,15.0,21.0,92.0,13.0,34.0,67.0,6.0,17.0,26.0,A,1,39.0,F,U,67571.0,A
1,13.0,4.0,21.0,3.0,17.0,13.0,13.25,10.67,12.67,24.0,128.0,7.0,21.0,69.0,4.0,13.0,31.0,A,1,81.0,M,U,25144.0,A
0,,2.0,12.0,1.0,6.0,20.0,15.0,9.25,10.0,18.0,105.0,11.0,23.0,56.0,4.0,9.0,20.0,A,1,,F,U,0.0,A
1,15.0,1.0,6.0,0.0,2.0,15.0,15.0,10.5,,19.0,77.0,11.0,25.0,45.0,5.0,5.0,18.0,A,1,53.0,F,H,50576.0,A
0,,1.0,2.0,0.0,0.0,17.0,17.0,13.5,,17.0,50.0,9.0,16.0,24.0,4.0,4.0,10.0,A,0,35.0,F,U,50576.0,A
0,,10.0,49.0,7.0,23.0,10.0,11.2,8.65,11.14,22.0,122.0,26.0,46.0,105.0,5.0,16.0,32.0,S,1,79.0,M,H,45807.0,S
0,,7.0,21.0,3.0,8.0,4.0,3.71,3.52,4.33,15.0,105.0,14.0,33.0,64.0,6.0,15.0,27.0,S,1,75.0,F,U,37268.0,S
0,,1.0,18.0,1.0,7.0,10.0,10.0,12.33,10.0,17.0,88.0,13.0,32.0,63.0,6.0,15.0,24.0,A,1,47.0,F,H,46571.0,A
0,,3.0,4.0,2.0,2.0,10.0,14.33,13.25,14.0,18.0,33.0,11.0,30.0,29.0,5.0,14.0,13.0,A,0,86.0,M,H,46571.0,A
0,,7.0,9.0,5.0,5.0,6.0,5.0,4.89,5.2,16.0,32.0,13.0,30.0,30.0,6.0,15.0,13.0,S,1,63.0,M,H,46571.0,S
0,,5.0,21.0,4.0,15.0,11.0,9.8,7.9,9.5,25.0,126.0,10.0,31.0,74.0,5.0,15.0,32.0,A,1,74.0,F,H,46571.0,A
0,,3.0,6.0,0.0,1.0,20.0,15.0,11.83,,19.0,44.0,13.0,34.0,37.0,6.0,6.0,16.0,A,0,66.0,F,H,46571.0,A
1,15.0,6.0,9.0,6.0,7.0,7.0,9.33,8.11,9.33,22.0,40.0,8.0,23.0,30.0,5.0,15.0,14.0,S,1,69.0,M,H,46240.0,S
1,15.0,3.0,13.0,0.0,5.0,12.0,10.67,7.0,,18.0,119.0,13.0,34.0,64.0,6.0,6.0,27.0,S,1,83.0,F,U,46240.0,S
0,,7.0,20.0,2.0,9.0,10.0,10.0,8.85,10.0,15.0,88.0,14.0,35.0,69.0,6.0,17.0,27.0,S,1,57.0,F,U,46240.0,S
1,25.0,2.0,6.0,1.0,4.0,20.0,13.5,8.5,20.0,16.0,88.0,13.0,29.0,52.0,5.0,11.0,19.0,A,1,53.0,F,H,46240.0,A
0,,4.0,6.0,4.0,6.0,25.0,12.5,10.0,12.5,17.0,44.0,13.0,29.0,34.0,6.0,15.0,15.0,S,1,45.0,F,U,46240.0,S
1,15.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,21.0,21.0,4.0,7.0,7.0,1.0,3.0,3.0,E,0,,F,U,0.0,other
0,,2.0,12.0,1.0,6.0,25.0,15.0,5.33,5.0,26.0,115.0,12.0,33.0,65.0,5.0,15.0,29.0,A,1,48.0,M,U,46845.0,A
0,,2.0,14.0,1.0,9.0,15.0,15.0,8.43,15.0,22.0,122.0,11.0,29.0,69.0,5.0,13.0,30.0,S,1,65.0,M,U,45083.0,S
0,,3.0,12.0,2.0,8.0,10.0,9.33,7.08,9.0,16.0,122.0,13.0,34.0,65.0,6.0,16.0,30.0,A,0,76.0,M,U,43652.0,A
0,,3.0,19.0,1.0,14.0,10.0,10.0,5.79,10.0,23.0,112.0,12.0,33.0,71.0,6.0,16.0,31.0,S,1,64.0,M,H,43652.0,S
0,,3.0,12.0,2.0,8.0,10.0,15.0,10.33,17.5,17.0,114.0,14.0,34.0,69.0,6.0,15.0,31.0,A,1,57.0,F,H,44667.0,A
1,15.0,3.0,9.0,3.0,6.0,15.0,15.0,11.33,15.0,20.0,103.0,12.0,33.0,64.0,6.0,16.0,27.0,A,0,80.0,U,U,0.0,A
1,15.0,3.0,3.0,1.0,1.0,20.0,11.67,11.67,10.0,18.0,32.0,15.0,31.0,33.0,6.0,13.0,13.0,N,0,,M,U,33424.0,other
1,8.0,3.0,22.0,1.0,13.0,10.0,10.0,5.86,10.0,18.0,125.0,13.0,32.0,75.0,6.0,15.0,31.0,S,1,68.0,M,U,39399.0,S
0,,5.0,6.0,2.0,2.0,6.0,7.4,6.67,9.5,19.0,31.0,13.0,25.0,25.0,6.0,11.0,9.0,A,0,,F,U,43846.0,A
1,10.0,3.0,12.0,2.0,6.0,10.0,10.0,6.33,10.0,16.0,87.0,14.0,31.0,58.0,6.0,13.0,21.0,A,1,,M,U,0.0,A
0,,1.0,15.0,1.0,7.0,16.0,16.0,11.2,16.0,15.0,76.0,10.0,26.0,52.0,3.0,10.0,19.0,E,1,79.0,M,H,40431.0,other
0,,5.0,5.0,3.0,3.0,4.0,5.0,5.0,6.33,21.0,32.0,11.0,27.0,25.0,6.0,13.0,11.0,A,1,,U,U,40650.0,A
0,,3.0,5.0,2.0,2.0,5.0,8.33,7.4,7.5,19.0,33.0,11.0,27.0,27.0,5.0,13.0,11.0,A,0,,M,U,0.0,A
1,10.0,5.0,17.0,5.0,12.0,5.0,5.0,4.0,5.0,17.0,126.0,11.0,27.0,63.0,5.0,13.0,26.0,S,1,86.0,M,U,45027.0,S
0,,2.0,8.0,1.0,5.0,15.0,12.5,10.0,10.0,25.0,92.0,11.0,31.0,60.0,5.0,14.0,23.0,A,0,39.0,M,H,54170.0,A
1,5.0,7.0,18.0,4.0,10.0,2.0,4.57,4.17,5.25,15.0,123.0,14.0,33.0,65.0,6.0,15.0,29.0,S,1,54.0,F,H,42065.0,S
0,,2.0,13.0,1.0,7.0,10.0,13.5,8.85,15.0,6.0,125.0,17.0,33.0,58.0,8.0,15.0,25.0,S,1,77.0,F,H,37757.0,S
1,6.0,4.0,6.0,4.0,5.0,10.0,6.75,5.83,6.75,16.0,29.0,13.0,27.0,26.0,6.0,13.0,12.0,A,1,53.0,F,U,30000.0,A
0,,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,16.0,16.0,11.0,16.0,13.0,4.0,6.0,5.0,F,0,47.0,F,H,53050.0,other
0,,3.0,15.0,2.0,10.0,10.0,10.0,7.0,10.0,19.0,112.0,13.0,32.0,71.0,6.0,15.0,31.0,S,1,,M,U,37083.0,S
1,11.0,2.0,14.0,2.0,9.0,10.0,8.0,12.93,8.0,5.0,123.0,17.0,27.0,51.0,7.0,12.0,18.0,A,0,,F,U,0.0,A
0,,4.0,14.0,4.0,11.0,10.0,10.5,8.64,10.5,24.0,110.0,11.0,30.0,65.0,6.0,17.0,30.0,S,1,70.0,F,H,37326.0,S
0,,3.0,34.0,3.0,17.0,10.0,8.33,6.5,8.33,20.0,126.0,12.0,29.0,80.0,5.0,13.0,31.0,A,1,84.0,M,U,37326.0,A
1,20.0,2.0,8.0,0.0,5.0,20.0,17.0,12.75,,20.0,122.0,13.0,33.0,65.0,6.0,6.0,29.0,A,0,82.0,M,H,56361.0,A
1,5.0,8.0,14.0,7.0,8.0,6.0,4.25,3.86,4.0,15.0,65.0,15.0,36.0,54.0,6.0,17.0,20.0,A,1,53.0,U,U,0.0,A
1,5.0,4.0,17.0,2.0,13.0,5.0,5.0,4.35,5.0,15.0,129.0,9.0,27.0,66.0,4.0,11.0,27.0,S,1,79.0,F,U,0.0,S
1,12.0,3.0,13.0,0.0,8.0,10.0,11.67,5.54,,18.0,130.0,14.0,32.0,68.0,6.0,6.0,30.0,A,1,,F,U,0.0,A
1,2.0,10.0,23.0,8.0,13.0,2.0,2.8,2.26,2.75,7.0,69.0,18.0,39.0,64.0,10.0,20.0,28.0,A,1,73.0,F,H,45515.0,A
